Name,RAdeg,DEdeg,z,SiIV-BI,SiIV-BIO,SiIV-EW,SiIV-vmin,SiIV-vmax,SiIV-fdeep,CIV-BI,CIV-BIO,CIV-EW,CIV-vmin,CIV-vmax,CIV-fdeep,AlIII-BI,AlIII-BIO,AlIII-EW,AlIII-vmin,AlIII-vmax,AlIII-fdeep,MgII-BI,MgII-BIO,MgII-EW,MgII-vmin,MgII-vmax,MgII-fdeep,SiIV-EmL,CIV-EmL,AlIII-EmL,MgII-EmL,SiIV-BMBB,CIV-BMBB,AlIII-BMBB,MgII-BMBB,CIV4-BWA,SN1700,logF1400,logF2500,ra,dec,mjd,plate,fiberid,Separation
101753.38+622653.5,154.47243,62.44821,1.65,,,,,,,379.7,427.9,-14.3,-950,-12471,0.54,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,5.2,,-27.14,154.47244,62.44817,52375,772,350,0.14495959112544282
101759.29+443357.7,154.497059,44.566042,1.57,,,,,,,0.0,593.3,-11.4,-1028,-3858,0.88,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,2.9,,-27.44,154.49707,44.566032,52994,1358,365,0.045737915573166386
101803.15+441825.3,154.513137,44.307045,1.95,0.0,0.0,0.0,,,,889.6,889.6,-9.7,-17349,-21954,0.36,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,8.1,-27.32,-27.15,154.51313,44.307047,52994,1358,372,0.019417508429976763
101803.50+040058.8,154.514615,4.016355,1.17,,,,,,,,,,,,,0.0,0.0,0.0,,,,57.4,57.4,-5.7,-13930,-16409,0.0,0,0,0,0,,,,0,0,,,-27.5,154.51461,4.0163572,52355,574,115,0.019624905722530988
101813.73+302126.3,154.557224,30.357332,1.61,,,,,,,0.0,307.8,-4.8,-1487,-4455,0.14,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,7.8,,-27.09,154.55722,30.357332,53437,1956,231,0.012425619885131868
101833.97+392707.4,154.641566,39.452063,1.99,0.0,0.0,0.0,,,,1792.3,2092.5,-20.2,-2625,-8628,0.63,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,10.6,-27.04,-26.83,154.64157,39.452062,53034,1357,13,0.011687315866370602
101844.45+544015.6,154.685225,54.671004,3.25,0.0,0.0,0.0,,,,632.1,959.7,-17.7,-2418,-8973,0.55,0.0,0.0,0.0,,,,,,,,,,0,1,0,0,,0,,,0,4.3,-27.57,,154.68524,54.671004,52381,904,450,0.031226611215772217
101854.12+572647.7,154.725536,57.446603,0.43,,,,,,,,,,,,,,,,,,,4.1,4.1,-4.9,-10461,-12667,0.0,0,0,0,0,,,,0,0,,,,154.72553,57.446601,52407,946,565,0.013672083394127984
101912.84+410807.4,154.803532,41.135397,2.46,2449.6,2449.6,-19.1,-9738,-19379,0.5,8928.0,9984.7,-58.0,18,-21413,0.55,6456.9,7622.2,-54.7,7,-19432,0.46,0.0,0.0,0.0,,,,0,1,1,0,0,0,0,,0,9.9,-27.23,-26.62,154.80354,41.135392,53002,1359,307,0.028186810266933388
101925.94+034536.8,154.858101,3.760247,2.22,0.0,0.0,0.0,,,,561.5,561.5,-6.8,-6592,-10179,0.21,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,2.7,-27.73,-27.84,154.8581,3.7602588,52355,574,32,0.04263161572942439
101927.36+022521.4,154.864039,2.422628,1.36,,,,,,,,,,,,,0.0,0.0,0.0,,,,1802.7,1935.5,-41.1,-1006,-25039,0.12,0,0,0,0,,,,0,0,2.3,,-27.31,154.86405,2.4226219,51999,503,464,0.04525041059521088
101931.68+091514.6,154.88203,9.254071,1.57,,,,,,,3528.2,3528.2,-25.6,-4405,-12336,0.73,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,7.4,,-27.14,154.88202,9.2540406,52761,1238,380,0.11506345297374755
101940.84+574513.1,154.920178,57.753666,1.65,,,,,,,792.2,792.2,-12.7,-11185,-17796,0.3,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,8.2,,-27.0,154.9201,57.753633,52316,559,211,0.19120831524851217
101942.92+450239.4,154.928847,45.044287,1.86,3693.0,3693.0,-21.7,-6578,-14506,0.68,5757.0,5757.0,-36.4,-5792,-16475,0.8,29.9,29.9,-3.0,-8080,-10631,0.0,0.0,0.0,0.0,,,,0,1,1,0,0,0,0,,0,11.2,-27.29,-26.93,154.92886,45.044288,52614,944,122,0.03326239652784092
102009.99+104002.7,155.041641,10.667443,3.17,0.0,0.0,0.0,,,,556.6,556.6,-5.4,-11965,-15891,0.0,0.0,0.0,0.0,,,,,,,,,,0,0,0,0,,0,,,0,22.7,-26.54,,155.04164,10.667444,52999,1597,40,0.005047368112164916
102010.68+470344.0,155.044528,47.062234,1.58,,,,,,,1430.4,2147.1,-20.4,-1975,-7565,0.79,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,12.3,,-26.89,155.04452,47.062236,52614,944,525,0.020898131904154803
102021.21+121909.1,155.088391,12.319199,0.48,,,,,,,,,,,,,,,,,,,2792.3,2792.3,-51.1,-8496,-22950,0.29,0,0,0,0,,,,0,0,,,,155.08839,12.319199,53062,1746,215,0.003517106814500079
102026.42+082259.3,155.110112,8.383152,1.52,,,,,,,58.8,58.8,-8.1,-4231,-6301,0.8,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,6.8,,-27.03,155.11011,8.3831615,52761,1238,233,0.034933910756222784
102032.59-005956.4,155.135829,-0.99901,3.03,0.0,0.0,0.0,,,,2182.3,2182.3,-17.4,-4900,-12280,0.42,0.0,0.0,0.0,,,,,,,,,,0,0,0,0,,0,,,0,7.0,-27.33,,155.13584,-0.99900971,51883,271,18,0.039607742157866804
102036.09+602339.0,155.150382,60.394179,0.99,,,,,,,,,,,,,,,,,,,5252.5,5572.3,-90.1,13,-25055,0.79,0,0,0,1,,,,0,0,,,-27.14,155.15045,60.394155,52370,771,11,0.14863079799596196
102106.78+303137.5,155.278275,30.527106,3.06,0.0,15.2,-3.1,-568,-2777,0.0,0.0,284.7,-6.6,-541,-3716,0.28,0.0,0.0,0.0,,,,,,,,,,1,1,0,0,0,0,,,0,9.6,-27.16,,155.27828,30.527106,53437,1956,65,0.015505001140701961
102108.58+414210.0,155.28575,41.702805,1.99,0.0,0.0,0.0,,,,97.7,97.7,-10.8,-3577,-14059,0.42,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,10.7,-27.22,-27.02,155.28575,41.702805,53002,1359,424,0.0
102111.02+491330.3,155.295942,49.225097,1.72,,,,,,,41.4,41.4,-3.9,-14371,-16643,0.15,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,6.3,-27.53,-27.12,155.29594,49.225096,52674,873,526,0.005922082886775175
102111.12+314259.9,155.296341,31.71664,2.62,4268.2,4268.2,-22.9,-7802,-16898,0.6,5876.7,5876.7,-34.4,-5705,-17490,0.6,2751.7,2751.7,-23.5,-3715,-15643,0.1,,,,,,,0,1,1,0,0,0,0,,0,10.4,-27.28,-26.72,155.29634,31.71664,53437,1956,526,0.0030623705626016025
102122.14+503810.7,155.342277,50.636324,3.06,0.0,0.0,0.0,,,,1743.4,1743.4,-19.6,-6583,-16370,0.28,0.0,0.0,0.0,,,,,,,,,,0,0,0,0,,0,,,0,7.7,-27.39,,155.34227,50.636323,52707,1008,267,0.016383279020063212
102131.89+314038.5,155.382894,31.677366,2.15,0.0,0.0,0.0,,,,8.8,8.8,-2.6,-7381,-9519,0.06,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,9.8,-27.19,-26.98,155.38289,31.677366,53437,1956,580,0.012254668159112365
102143.74+602057.0,155.432255,60.349172,1.71,,,,,,,0.0,0.0,0.0,,,,65.9,65.9,-4.0,-22041,-24442,0.03,0.0,0.0,0.0,,,,0,0,1,0,,,0,,0,2.6,-27.59,-27.28,155.43233,60.349181,52316,559,408,0.1374458859977662
102154.01+051646.4,155.475043,5.279572,3.47,6311.1,6311.1,-42.3,-3338,-20700,0.74,8735.9,8735.9,-59.3,-3242,-25066,0.61,158.9,158.9,-7.5,-4841,-7808,0.3,,,,,,,1,1,0,0,0,0,0,,0,14.6,-26.89,,155.47506,5.2795521,52319,575,410,0.09405326996262067
102216.71+345929.6,155.569661,34.991574,1.91,0.0,0.0,0.0,,,,1582.4,4021.5,-36.1,47,-15058,0.85,78.0,483.9,-9.2,-2104,-5210,0.47,434.9,958.0,-24.0,-1304,-13169,0.16,0,1,1,1,,0,0,0,0,4.4,-27.86,-26.95,155.56966,34.991574,53415,1957,221,0.002949251002733855
102231.91+021420.3,155.632976,2.238999,4.07,1429.5,1920.5,-26.6,-2295,-18974,0.63,4036.2,4527.3,-47.9,-2268,-19291,0.82,0.0,0.0,0.0,,,,,,,,,,0,1,0,0,0,0,,,0,1.8,-27.56,,155.63297,2.2390051,52316,504,360,0.030791061831159875
102236.23+372241.4,155.650962,37.378175,1.88,5403.8,7145.7,-40.5,-745,-12887,0.89,5340.3,7647.3,-47.9,41,-14168,0.69,2833.0,4715.0,-40.0,-316,-22706,0.47,2692.7,3943.8,-63.3,-551,-25067,0.36,1,1,1,1,0,0,0,0,0,7.1,-27.39,-26.78,155.65096,37.378176,53415,1957,390,0.006759807500508185
102243.05+304927.0,155.67939,30.824174,2.72,26.4,26.4,-2.6,-10804,-13078,0.09,2343.9,2343.9,-17.1,-8777,-17733,0.17,0.0,0.0,0.0,,,,,,,,,,0,0,0,0,0,0,,,0,11.6,-27.07,,155.67939,30.824174,53437,1956,53,0.0
102248.17+063023.0,155.700723,6.50639,1.96,0.0,0.0,0.0,,,,800.2,800.2,-19.7,-4216,-14903,0.38,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,5.7,-27.46,-26.99,155.70073,6.5063694,52734,997,635,0.07827254732683746
102249.27+130125.0,155.705302,13.023627,1.22,,,,,,,,,,,,,0.0,0.0,0.0,,,,664.0,884.2,-21.1,-2720,-6447,0.7,0,0,0,0,,,,0,0,0.8,,-27.39,155.7053,13.023627,53062,1746,151,0.007014795916117807
102250.16+483631.1,155.709011,48.60865,2.07,1282.5,1282.5,-10.8,-4373,-9203,0.51,3098.3,3098.3,-23.5,-4001,-11107,0.75,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,0,0,,,0,13.4,-27.13,-26.89,155.70901,48.608653,52674,873,555,0.01105919975265891
102251.29+031529.3,155.713738,3.258166,3.61,3342.3,3342.3,-26.0,-6344,-11930,0.91,5605.1,5605.1,-34.6,-4799,-15554,0.66,0.0,0.0,0.0,,,,,,,,,,0,0,0,0,0,0,,,0,2.0,-27.28,,155.71374,3.258185,51999,503,608,0.06877668605338365
102258.41+123429.7,155.743389,12.574935,1.73,,0.0,0.0,,,,1008.7,1008.7,-10.1,-4730,-10180,0.23,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,11.5,-27.12,-26.69,155.74339,12.574935,53062,1746,147,0.0035136435701934054
102302.41+325738.1,155.760048,32.960599,1.91,0.0,0.0,0.0,,,,0.0,310.9,-9.3,-154,-2777,0.79,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,7.7,-27.28,-27.02,155.76005,32.960599,53385,1958,305,0.0060411232662502595
102306.22+620458.0,155.775933,62.08278,1.52,,,,,,,449.9,2008.0,-17.0,-1210,-5627,0.84,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,3.0,,-27.49,155.77595,62.082793,52375,772,280,0.05487500413760349
102315.66+070452.7,155.815282,7.081327,3.61,206.1,206.1,-4.9,-8696,-11661,0.16,1028.5,1028.5,-9.7,-6807,-11220,0.33,0.0,0.0,0.0,,,,,,,,,,0,0,0,0,0,0,,,0,3.3,-27.42,,155.81528,7.0813262,52750,998,479,0.0077036719663935984
102321.91+493936.4,155.841294,49.660135,3.03,1954.6,2988.7,-20.5,-2205,-7380,0.96,3135.6,4010.5,-31.7,-2040,-12111,0.54,266.3,281.6,-6.9,-2879,-6261,0.12,,,,,,,0,1,0,0,0,0,0,,0,8.1,-27.39,,155.84129,49.660131,52338,874,323,0.017153679685980066
102322.79+500500.8,155.844995,50.083579,1.59,,,,,,,802.3,2404.0,-22.5,15,-7231,0.65,0.0,129.4,-8.9,4,-2619,0.55,0.0,9.6,-13.1,44,-2165,0.62,0,1,1,1,,0,0,0,0,8.1,,-26.83,155.84501,50.083578,52707,1008,124,0.03483666224345455
102335.06+112244.0,155.896121,11.378914,2.01,0.0,0.0,0.0,,,,20.0,20.0,-2.3,-15914,-18184,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,17.2,-26.92,-26.83,155.89612,11.378914,53033,1598,416,0.0035292378743723065
102343.13+553132.3,155.929735,55.525657,4.46,998.0,4069.1,-33.4,47,-17741,0.87,2810.9,5562.5,-40.1,5,-10138,0.8,,,,,,,,,,,,,1,1,0,0,0,0,,,0,2.7,-27.19,,155.92974,55.525657,52407,946,27,0.010188668509184002
102413.94+465355.3,156.058095,46.898705,2.23,1183.9,3587.1,-36.9,42,-23792,0.75,732.3,3427.5,-27.2,0,-6074,0.9,0.0,948.2,-15.1,58,-3256,0.83,0.0,0.0,0.0,,,,1,1,0,0,0,0,0,,0,2.9,-27.9,-27.18,156.05809,46.898705,52615,961,356,0.012299225028225594
102426.70+120656.5,156.111257,12.115706,1.54,,,,,,,2121.9,2121.9,-19.4,-4197,-8475,0.97,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,6.1,,-27.06,156.11126,12.115706,53062,1746,6,0.010559437934323929
102427.36+094029.8,156.114009,9.674946,1.83,0.0,0.0,0.0,,,,3241.2,3241.2,-21.3,-15130,-24270,0.5,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,8.4,-27.33,-27.01,156.114,9.6749528,52761,1238,562,0.040241537919923465
102435.39+372637.0,156.147463,37.443638,1.74,,0.0,0.0,,,,551.6,551.6,-6.8,-6839,-11804,0.07,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,14.2,-26.99,-26.83,156.14746,37.443638,53415,1957,515,0.00857467943573215
102437.43+555301.3,156.155958,55.883706,1.96,0.0,0.0,0.0,,,,2063.4,2066.8,-28.3,-2474,-22176,0.47,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,7.3,-27.5,-26.98,156.15595,55.883687,52411,947,243,0.07028147331436069
102441.93+062644.2,156.17471,6.445633,1.97,0.0,0.0,0.0,,,,1044.8,1044.8,-13.6,-5190,-23847,0.1,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,15.3,-26.87,-26.66,156.17471,6.4456225,52750,998,200,0.037800000000611365
102454.04+590122.3,156.225176,59.022874,2.48,0.0,0.0,0.0,,,,306.6,306.6,-5.8,-6782,-9955,0.24,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,4.0,-27.46,-27.36,156.22516,59.022895,52316,559,156,0.08120513054021802
102515.23+045210.5,156.313471,4.869586,1.77,0.0,0.0,0.0,,,,2934.5,2934.5,-25.2,-3599,-11188,0.64,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,8.6,-27.25,-27.01,156.31351,4.8695385,52319,575,571,0.22093237881960648
102517.58+003422.0,156.323251,0.572789,1.89,0.0,0.0,0.0,,,,869.9,869.9,-10.9,-6060,-9509,0.76,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,18.6,-26.71,-26.68,156.32326,0.57282473,51941,272,501,0.1326454577784133
102527.43-000519.1,156.364296,-0.088641,1.9,0.0,0.0,0.0,,,,112.0,112.0,-5.3,-3566,-5912,0.35,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,9.4,-27.12,-26.89,156.36429,-0.088637134,51941,272,156,0.025695495185998275
102530.19+341917.2,156.375799,34.321456,3.26,0.0,0.0,0.0,,,,1889.7,2195.6,-19.6,-2536,-8609,0.75,0.0,0.0,0.0,,,,,,,,,,0,0,0,0,,0,,,0,4.3,-27.54,,156.3758,34.321456,53385,1958,459,0.0029731939625622537
102541.39+120506.7,156.422463,12.085222,3.58,0.0,0.0,0.0,,,,298.6,298.6,-6.4,-4642,-7747,0.22,0.0,0.0,0.0,,,,,,,,,,0,0,0,0,,0,,,0,3.2,-27.6,,156.42246,12.085222,53033,1598,525,0.010560642468740708
102548.08+432608.6,156.450371,43.435733,1.6,,,,,,,1016.8,1818.5,-16.7,-1580,-6342,0.86,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,12.4,,-26.72,156.45037,43.435735,52990,1429,265,0.007659872908211893
102617.78+433509.8,156.574086,43.586067,1.73,,0.0,0.0,,,,1813.3,1813.3,-21.2,-6407,-17502,0.41,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,9.8,-27.22,-27.05,156.57409,43.586067,52994,1358,582,0.010430489409261905
102625.36+343054.2,156.605696,34.515069,1.56,,,,,,,0.0,514.2,-10.5,-606,-3919,0.71,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,5.2,,-27.15,156.6057,34.515069,53385,1958,466,0.011865271629063957
102654.12+640316.7,156.725508,64.054649,3.25,0.0,0.0,0.0,,,,3343.0,3343.0,-26.5,-10760,-23762,0.51,0.0,0.0,0.0,,,,,,,,,,0,0,0,0,,0,,,0,5.7,-27.61,,156.72548,64.054693,51914,488,39,0.16442471986511303
102759.16+540107.9,156.996529,54.018865,1.6,,,,,,,0.0,26.5,-3.6,9,-2407,0.11,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,8.9,,-26.97,156.99644,54.018857,52643,905,310,0.1904314453304987
102801.61+114850.9,157.006726,11.814147,2.82,2134.9,2134.9,-18.2,-9374,-19359,0.34,6140.6,7285.5,-52.6,-238,-20707,0.66,0.0,0.0,0.0,,,,,,,,,,1,1,0,0,0,0,,,0,14.5,-26.98,,157.00673,11.814147,53089,1599,380,0.014094962932609877
102802.32+592906.6,157.009676,59.48519,0.53,,,,,,,,,,,,,,,,,,,0.0,398.2,-15.6,-370,-4028,0.42,0,0,0,1,,,,0,0,,,-26.88,157.00965,59.48518,52316,559,582,0.05962183108862109
102812.08+381132.9,157.050356,38.192487,1.82,0.0,0.0,0.0,,,,411.3,411.3,-5.1,-12630,-16762,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,9.6,-27.25,-27.13,157.05036,38.192487,52998,1428,110,0.011317506974038029
102839.11+450009.4,157.162961,45.00262,0.58,,,,,,,,,,,,,,,,,,,0.0,69.0,-6.9,-709,-3470,0.1,0,0,0,1,,,,0,0,,,-26.26,157.16297,45.002613,52990,1429,401,0.03405689451249761
102850.31+511053.1,157.209662,51.181426,2.42,0.0,0.0,0.0,,,,5269.9,5566.1,-44.7,-2098,-25026,0.25,1330.5,1330.5,-20.9,-3006,-25037,0.02,67.4,67.4,-6.7,-15102,-18062,0.0,0,0,0,0,,0,0,0,0,13.2,-26.89,-26.35,157.20965,51.181419,52644,1009,282,0.03699158290628033
102854.57+341037.2,157.227392,34.177022,2.4,236.4,236.4,-5.4,-14449,-17202,0.42,4450.4,4450.4,-32.9,-10770,-22810,0.59,97.4,97.4,-8.1,-11195,-15948,0.04,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,,0,4.2,-27.77,-27.14,157.22739,34.177022,53385,1958,534,0.005956602619734626
102854.84+504202.8,157.228535,50.700792,3.95,0.0,0.0,0.0,,,,420.5,583.9,-17.0,-849,-23374,0.26,0.0,0.0,0.0,,,,,,,,,,0,1,0,0,,0,,,0,5.2,-27.02,,157.22853,50.700797,52707,1008,61,0.021306691589984713
102901.83+422904.3,157.257633,42.484555,1.8,0.0,0.0,0.0,,,,307.5,307.5,-5.3,-17523,-20892,0.08,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,8.6,-27.25,-26.91,157.25763,42.484556,53002,1359,569,0.008740380030027235
102908.06+365155.2,157.283593,36.865357,1.75,0.0,464.7,-7.1,-807,-3499,0.76,2692.5,4600.8,-34.5,-849,-10923,0.76,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,1,0,0,0,0,0,,,0,7.8,-27.41,-27.09,157.28359,36.865357,53432,1973,272,0.00864051346869479
102909.56+544536.1,157.289853,54.760036,3.14,0.0,0.0,0.0,,,,0.0,95.0,-2.8,-1106,-3522,0.0,0.0,0.0,0.0,,,,,,,,,,0,1,0,0,,0,,,0,14.4,-26.98,,157.28988,54.760036,52643,905,440,0.05608460780230926
102929.43+621231.1,157.372627,62.208641,3.26,0.0,0.0,0.0,,,,247.7,247.7,-5.1,-3605,-6642,0.16,0.0,0.0,0.0,,,,,,,,,,0,1,0,0,,0,,,0,9.1,-27.15,,157.37261,62.208663,52375,772,172,0.08418353976012304
102943.75+370127.2,157.432322,37.024239,1.35,,,,,,,,,,,,,0.0,0.0,0.0,,,,282.8,282.8,-11.0,-19440,-22119,0.46,0,0,0,1,,,,0,0,2.1,,-27.51,157.43232,37.024239,53432,1973,235,0.005748342001396891
102956.79+344631.2,157.486666,34.775347,2.19,0.0,0.0,0.0,,,,1059.6,1245.4,-12.6,-2559,-8148,0.46,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,12.8,-27.03,-26.92,157.48667,34.775347,53385,1958,592,0.011828083615184913
103007.90+130229.0,157.532943,13.041403,3.58,0.0,0.0,0.0,,,,80.5,80.5,-4.8,-11807,-14219,0.31,0.0,0.0,0.0,,,,,,,,,,0,0,0,0,,0,,,0,3.6,-27.54,,157.53294,13.041403,53075,1747,159,0.010521438323325435
103019.46+654106.6,157.581121,65.685171,3.57,0.0,0.0,0.0,,,,219.0,219.0,-5.2,-12866,-16241,0.0,0.0,0.0,0.0,,,,,,,,,,0,0,0,0,,0,,,0,4.7,-27.43,,157.58116,65.685178,51930,489,421,0.06306349371345672
103020.56+334558.3,157.58567,33.766205,1.7,,,,,,,702.8,702.8,-7.4,-17675,-21455,0.31,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,6.4,,-27.28,157.58567,33.766205,53385,1958,121,0.0
103024.40+313520.8,157.601679,31.589123,1.63,,,,,,,3226.6,3226.6,-25.3,-4096,-15404,0.34,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,13.2,,-26.52,157.60168,31.589123,53440,1959,134,0.0030665750233166795
103031.63+125451.7,157.631829,12.914375,1.62,,,,,,,41.4,41.4,-5.1,-6914,-9328,0.29,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,6.6,,-26.99,157.63183,12.914375,53075,1747,146,0.0035089384719723853
103032.12+134919.1,157.633869,13.821989,3.02,0.0,0.0,0.0,,,,178.3,178.3,-7.2,-5333,-7748,0.46,0.0,0.0,0.0,,,,,,,,,,0,0,0,0,,0,,,0,4.3,-27.54,,157.63387,13.821989,53075,1747,508,0.003495753603921415
103032.78+512239.1,157.636608,51.377535,3.24,638.4,638.4,-6.3,-3591,-7662,0.12,3654.1,4821.5,-37.5,-1700,-13977,0.59,0.0,0.0,0.0,,,,,,,,,,0,0,0,0,0,0,,,0,11.9,-27.0,,157.63663,51.377538,52707,1008,622,0.05060149584081736
103036.93+312028.8,157.653886,31.341352,0.87,,,,,,,,,,,,,,,,,,,324.7,499.0,-12.6,-2722,-5897,0.48,0,0,0,1,,,,0,0,,,-26.61,157.65389,31.341352,53440,1959,121,0.012298804614612996
103045.32+650828.6,157.688851,65.141283,2.88,0.0,0.0,0.0,,,,25.6,25.6,-2.6,-14258,-16599,0.0,0.0,0.0,0.0,,,,,,,,,,0,1,0,0,,0,,,0,11.5,-27.24,,157.68882,65.141288,51930,489,200,0.05024921739979279
103051.48+471548.3,157.714506,47.263425,3.06,0.0,0.0,0.0,,,,0.0,293.6,-5.9,-1389,-4495,0.31,0.0,0.0,0.0,,,,,,,,,,0,1,0,0,,0,,,0,17.5,-26.89,,157.7145,47.263426,52615,961,578,0.015093974863996964
103051.71+631209.3,157.715499,63.202604,2.43,32.5,32.5,-2.9,-5167,-7513,0.09,1027.4,1027.4,-14.2,-3207,-9279,0.31,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,0,0,,,0,5.8,-27.28,-27.12,157.71548,63.202596,52375,772,528,0.042194504230285146
103054.29+354427.3,157.726215,35.740928,3.72,0.0,0.0,0.0,,,,610.3,610.3,-9.4,-17148,-25046,0.0,0.0,0.0,0.0,,,,,,,,,,0,0,0,0,,0,,,0,8.2,-27.01,,157.72622,35.740929,53432,1973,246,0.015046993080831213
103113.38+344613.5,157.80579,34.770427,0.94,,,,,,,,,,,,,,,,,,,0.0,6.0,-5.8,-1140,-3418,0.03,0,0,0,1,,,,0,0,,,-27.02,157.80579,34.770427,53385,1958,635,0.0
103118.66+323236.5,157.827754,32.543478,2.05,0.0,0.0,0.0,,,,345.3,345.3,-6.2,-6141,-8900,0.35,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,3.2,-27.65,-27.47,157.82775,32.543478,53436,1982,281,0.01213896210698267
103123.87+391942.5,157.849477,39.328489,1.92,2026.3,2026.3,-16.9,-6841,-16146,0.31,5573.7,5573.7,-36.8,-6469,-18802,0.72,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,0,0,,,0,11.8,-27.23,-26.95,157.84948,39.328489,53002,1430,177,0.008354071907288929
103130.04+635355.6,157.875186,63.89879,1.76,0.0,0.0,0.0,,,,962.9,962.9,-9.9,-8400,-13777,0.21,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,7.0,-27.37,-27.14,157.87515,63.898778,51930,489,212,0.0715357197977709
103135.97+122039.5,157.899889,12.344308,3.55,477.3,477.3,-7.5,-3829,-7762,0.28,2519.9,2963.9,-24.4,-1800,-11045,0.47,0.0,0.0,0.0,,,,,,,,,,0,1,0,0,0,0,,,0,4.1,-27.5,,157.89989,12.344307,53075,1747,53,0.005032660429824648
103141.22+633539.0,157.921769,63.59417,1.88,0.0,0.0,0.0,,,,2788.7,2788.7,-18.5,-3878,-11328,0.44,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,4.1,-27.46,-27.2,157.92174,63.594179,52375,772,524,0.056616703067556694
103141.24+304534.3,157.921866,30.759554,3.32,0.0,0.0,0.0,,,,1069.3,1304.9,-15.6,-2473,-6959,0.72,0.0,0.0,0.0,,,,,,,,,,0,0,0,0,,0,,,0,3.1,-27.47,,157.92187,30.759554,53440,1959,78,0.01237422449469909
103145.47+124140.8,157.939487,12.694678,1.67,,,,,,,0.0,308.6,-7.8,-1354,-3977,0.66,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,6.2,,-27.07,157.93949,12.694678,53075,1747,18,0.010535993614680411
