Name,RAdeg,DEdeg,z,SiIV-BI,SiIV-BIO,SiIV-EW,SiIV-vmin,SiIV-vmax,SiIV-fdeep,CIV-BI,CIV-BIO,CIV-EW,CIV-vmin,CIV-vmax,CIV-fdeep,AlIII-BI,AlIII-BIO,AlIII-EW,AlIII-vmin,AlIII-vmax,AlIII-fdeep,MgII-BI,MgII-BIO,MgII-EW,MgII-vmin,MgII-vmax,MgII-fdeep,SiIV-EmL,CIV-EmL,AlIII-EmL,MgII-EmL,SiIV-BMBB,CIV-BMBB,AlIII-BMBB,MgII-BMBB,CIV4-BWA,SN1700,logF1400,logF2500,ra,dec,mjd,plate,fiberid,Separation
100620.24+610650.0,151.584367,61.113895,1.56,,,,,,,1133.3,1133.3,-12.3,-8207,-11448,0.79,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,3.2,,-27.51,151.58438,61.113901,52282,770,577,0.03126766764033456
100622.11+301547.8,151.592147,30.263282,1.91,158.2,295.2,-6.3,-2294,-5607,0.25,1511.8,2238.4,-25.0,-679,-25057,0.15,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,1,1,0,0,0,0,,,0,25.5,-26.64,-26.21,151.59215,30.263283,53436,1950,601,0.009998730182105812
100629.69+321545.5,151.623713,32.262643,3.92,267.9,267.9,-8.0,-11758,-20018,0.11,5089.0,5089.0,-38.8,-10422,-23630,0.74,0.0,0.0,0.0,,,,,,,,,,0,1,0,0,0,0,,,0,2.8,-27.47,,151.62371,32.262643,53378,1952,272,0.009132588605062376
100630.65+443922.4,151.62771,44.656233,2.17,0.0,0.0,0.0,,,,13.6,13.6,-2.2,-21627,-23891,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,16.0,-26.85,-26.7,151.62771,44.656237,52376,943,229,0.014399999988237667
100650.06+131124.4,151.708607,13.190131,3.35,0.0,0.0,0.0,,,,11.4,11.4,-3.6,-15399,-17532,0.19,0.0,0.0,0.0,,,,,,,,,,0,0,0,0,,0,,,0,4.1,-27.55,,151.70861,13.190132,53061,1745,353,0.011114262921683252
100656.99+011925.9,151.737472,1.323864,2.15,0.0,0.0,0.0,,,,484.6,484.6,-7.8,-5591,-9730,0.27,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,7.5,-27.41,-27.18,151.7375,1.3238761,51957,502,304,0.10978474387103591
100659.07+314606.2,151.746139,31.768396,2.34,1975.0,1975.0,-16.2,-12433,-17321,0.86,3541.4,3781.8,-41.7,-1989,-17776,0.72,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,1,0,0,0,0,0,,,0,5.6,-27.66,-26.97,151.74614,31.768396,53358,1953,387,0.003060659637435503
100711.81+053208.9,151.799215,5.535825,2.14,227.0,227.0,-4.8,-6020,-10021,0.09,3379.8,4263.3,-35.3,-1714,-20252,0.51,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,1,1,0,0,0,0,,,0,39.3,-26.06,-25.87,151.79923,5.5358123,52641,996,212,0.07056331825801859
100712.25+623721.6,151.801048,62.622672,3.32,5.7,5.7,-3.3,-10625,-12762,0.23,408.5,408.5,-6.2,-20167,-23531,0.16,0.0,0.0,0.0,,,,,,,,,,1,0,0,0,0,0,,,0,8.2,-27.49,,151.80104,62.622667,51943,487,26,0.022347122859936404
100716.69+030438.6,151.819562,3.077405,2.12,0.0,0.0,0.0,,,,114.7,114.7,-6.4,-17275,-23115,0.08,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,25.4,-26.77,-26.66,151.81954,3.0773974,52235,501,606,0.08368471417112895
100718.74+560012.0,151.828091,56.003341,2.12,0.0,0.0,0.0,,,,0.0,73.8,-5.0,54,-2293,0.21,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,16.2,-27.1,-26.72,151.82811,56.003344,52652,945,563,0.03974112771321538
100720.70+004539.8,151.836274,0.76107,1.77,0.0,0.0,0.0,,,,0.0,106.7,-6.1,-1645,-3992,0.44,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,4.9,-27.66,-27.19,151.8363,0.76107576,52235,501,6,0.09586133718858317
100745.54+114250.7,151.93976,11.714099,1.66,,,,,,,802.5,802.5,-9.0,-10702,-16006,0.1,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,9.7,,-27.05,151.93976,11.714099,53055,1744,12,0.0
100757.18+061836.1,151.988289,6.310037,4.23,0.0,0.0,0.0,,,,396.3,396.3,-7.0,-10831,-13794,0.35,0.0,0.0,0.0,,,,,,,,,,0,1,0,0,,0,,,0,1.9,-27.35,,151.9883,6.3100306,52641,996,182,0.045607657899208405
100808.67+413845.3,152.036157,41.645918,3.94,0.0,0.0,0.0,,,,134.6,154.2,-9.7,-2574,-15055,0.23,0.0,0.0,0.0,,,,,,,,,,0,0,0,0,,0,,,0,2.7,-27.38,,152.03614,41.645918,52709,1218,288,0.045732664952167906
100830.99+105732.8,152.129125,10.959121,1.8,0.0,0.0,0.0,,,,1265.1,1557.7,-16.0,-2623,-7040,0.8,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,5.7,-27.48,-27.1,152.12913,10.959125,53053,1308,591,0.022795837908239098
100838.85+045041.2,152.161914,4.844786,2.42,0.0,0.0,0.0,,,,0.0,884.1,-14.1,29,-3767,0.67,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,1.7,-27.98,-27.43,152.16191,4.8447801,52325,573,531,0.02563237233496644
100843.06+310234.6,152.17943,31.042962,1.68,,,,,,,144.6,144.6,-3.7,-15469,-18084,0.05,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,8.2,,-27.09,152.17943,31.042962,53358,1953,445,0.0
100851.82+011022.6,152.215924,1.172958,1.85,0.0,0.0,0.0,,,,1347.3,1347.3,-13.3,-5130,-11337,0.31,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,8.8,-27.36,-27.12,152.21592,1.1729747,52235,501,19,0.06181979864811197
100902.86+504102.8,152.26195,50.684124,1.87,0.0,0.0,0.0,,,,6.7,6.7,-3.8,-5503,-7711,0.16,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,8.7,-27.23,-27.05,152.26196,50.684116,52706,1007,471,0.03673840182303097
100906.60+490127.7,152.277533,49.024371,1.78,0.0,0.0,0.0,,,,115.0,115.0,-4.0,-20507,-23940,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,9.8,-27.13,-26.92,152.27754,49.024365,52708,1006,28,0.027195998155678875
100913.91+023612.3,152.307968,2.603433,1.74,,0.0,0.0,,,,61.1,61.1,-4.6,-3139,-5417,0.27,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,10.1,-27.39,-27.19,152.30797,2.603427,51957,502,421,0.022766050218420625
100915.07+030122.3,152.312817,3.022881,3.03,0.0,0.0,0.0,,,,3321.4,3321.4,-28.6,-11147,-23049,0.68,0.0,0.0,0.0,,,,,,,,,,0,0,0,0,,0,,,0,5.3,-27.8,,152.31282,3.022865,51957,502,361,0.058600986597337854
100915.37+542035.8,152.314065,54.343287,3.54,0.0,0.0,0.0,,,,3607.7,3607.7,-27.3,-6932,-17475,0.48,0.0,0.0,0.0,,,,,,,,,,0,0,0,0,,0,,,0,4.9,-27.47,,152.31403,54.343303,52652,945,56,0.09334074113189078
100928.18+112339.4,152.367448,11.394296,2.01,2085.3,2085.3,-14.8,-4694,-9937,0.74,3459.3,3702.7,-26.4,-2597,-9221,0.91,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,0,0,,,0,10.9,-27.09,-26.95,152.36745,11.394295,53053,1308,618,0.007923174424353712
100928.60+112729.1,152.369174,11.458099,1.51,,,,,,,0.0,581.8,-12.8,-702,-4360,0.64,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,13.4,,-26.69,152.36916,11.458088,53053,1308,604,0.06330939488883942
100928.89+505605.3,152.370398,50.934831,3.74,612.9,812.3,-7.5,-2609,-6474,0.32,64.4,324.4,-9.8,-2582,-5205,0.89,0.0,0.0,0.0,,,,,,,,,,0,0,0,0,0,0,,,0,4.0,-27.32,,152.37041,50.934828,52706,1007,465,0.029288740013291816
100937.88+305410.6,152.407855,30.902961,1.74,,0.0,0.0,,,,420.9,438.3,-9.2,-2809,-5984,0.61,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,4.2,-27.62,-27.4,152.40786,30.902961,53358,1953,465,0.015444690555661389
100942.85+442917.7,152.428561,44.488257,1.51,,,,,,,0.0,739.7,-11.8,-1506,-4474,0.88,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,6.2,,-27.09,152.42857,44.488259,52376,943,100,0.02420940976227238
100959.96+131940.8,152.499868,13.328022,1.63,,,,,,,1508.1,3440.6,-26.6,-952,-8750,0.64,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,13.8,,-26.79,152.49987,13.328022,53061,1745,428,0.007006076988453513
101003.95+332625.6,152.516489,33.44046,2.99,0.0,0.0,0.0,,,,78.8,78.8,-3.0,-18615,-21570,0.0,0.0,0.0,0.0,,,,,,,,,,0,0,0,0,,0,,,0,24.5,-26.67,,152.51649,33.44046,53378,1952,530,0.003004052151037143
101010.90+064556.2,152.545419,6.765617,2.97,0.0,0.0,0.0,,,,60.2,60.2,-2.9,-5985,-8538,0.0,0.0,0.0,0.0,,,,,,,,,,0,0,0,0,,0,,,0,12.5,-27.14,,152.54542,6.765615,52641,996,481,0.00803866479067964
101012.65+560520.5,152.552736,56.089042,2.14,0.0,0.0,0.0,,,,1671.1,1671.1,-14.0,-8934,-14861,0.5,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,15.4,-27.22,-26.71,152.55296,56.088979,52407,946,226,0.5038282189743364
101023.53+373915.9,152.59805,37.654418,2.26,0.0,0.0,0.0,,,,0.0,3.8,-4.5,-388,-2458,0.37,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,7.7,-27.2,-27.04,152.59805,37.654424,52993,1426,598,0.021599999993806497
101028.74+292927.2,152.619757,29.490907,3.15,0.0,0.0,0.0,,,,4305.4,4305.4,-30.4,-11442,-21352,0.67,0.0,0.0,0.0,,,,,,,,,,0,1,0,0,,0,,,0,3.7,-27.65,,152.61976,29.490907,53358,1953,66,0.009400685444059653
101031.80+532205.4,152.632541,53.368189,2.04,0.0,0.0,0.0,,,,111.7,243.5,-12.7,-621,-7384,0.5,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,7.9,-27.26,-26.98,152.63258,53.368193,52400,903,609,0.08500116349806083
101033.44-004724.5,152.639359,-0.790145,1.67,,,,,,,0.0,358.2,-4.9,-289,-3464,0.04,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,15.4,,-26.56,152.63938,-0.79015212,51909,270,213,0.07982025129643971
101037.05+092948.2,152.654389,9.496731,3.36,0.0,0.0,0.0,,,,82.0,82.0,-6.4,-14934,-21330,0.0,0.0,0.0,0.0,,,,,,,,,,0,0,0,0,,0,,,0,6.7,-27.09,,152.65434,9.4967326,52762,1237,366,0.17407776212463127
101042.71+621849.9,152.677999,62.313869,1.59,,,,,,,3835.6,3835.6,-27.2,-3401,-10990,0.83,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,5.4,,-27.08,152.67798,62.313876,52370,771,416,0.04055911994156758
101051.42+564512.0,152.714285,56.753352,3.83,0.0,1270.8,-12.9,-714,-4303,0.88,3268.2,4738.7,-42.7,-687,-12897,0.69,0.0,0.0,0.0,,,,,,,,,,1,1,0,0,0,0,,,0,3.9,-27.28,,152.71427,56.753368,52407,946,421,0.06476285232932366
101053.52+644832.0,152.723038,64.808899,4.68,0.0,0.0,0.0,,,,18.1,18.1,-8.5,-16628,-18760,0.74,,,,,,,,,,,,,0,1,0,0,,0,,,0,,-27.44,,152.72302,64.8089,51914,488,474,0.027815339403239173
101053.97+451817.1,152.724908,45.304755,1.78,0.0,12.4,-6.3,61,-2079,0.71,8828.3,8828.3,-52.8,-6883,-23129,0.78,439.1,439.1,-7.1,-7516,-13169,0.0,0.0,0.0,0.0,,,,1,1,1,0,0,0,0,,0,17.0,-27.08,-26.38,152.7249,45.304759,52376,943,507,0.02485293305242097
101056.68+355833.3,152.736206,35.975941,2.29,3359.3,4068.3,-26.4,-2160,-10853,0.75,4036.1,4784.5,-31.4,-2064,-10550,0.85,47.6,142.4,-4.2,-2627,-5457,0.0,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,,0,13.1,-26.98,-26.99,152.73621,35.975942,53389,1951,579,0.012196789702930418
101108.89+515553.8,152.787072,51.931612,2.47,7713.9,8350.3,-47.9,-2151,-25010,0.82,11007.5,12170.0,-73.2,-1572,-25052,0.75,5729.4,6839.7,-53.8,-1583,-23212,0.31,0.0,0.0,0.0,,,,1,1,1,0,0,0,0,,0,9.0,-27.26,-26.63,152.78706,51.931616,52400,903,68,0.030280353148088645
101119.20+305709.5,152.830035,30.952641,2.38,0.0,0.0,0.0,,,,0.0,19.1,-5.5,-1302,-3510,0.44,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,8.3,-27.09,-26.95,152.83003,30.952641,53358,1953,485,0.015436669076949903
101139.21+415639.6,152.913391,41.94436,1.2,,,,,,,,,,,,,0.0,0.0,0.0,,,,24.9,24.9,-8.9,-15503,-17706,0.41,0,0,0,0,,,,0,0,2.6,,-27.49,152.91339,41.944357,53034,1357,324,0.011126987957214849
101144.33+554103.1,152.934733,55.684201,2.81,0.0,0.0,0.0,,,,0.0,184.1,-7.9,-1539,-4024,0.78,0.0,0.0,0.0,,,,,,,,,,0,0,0,0,,0,,,0,3.8,-27.61,,152.93473,55.684205,52407,946,187,0.01563426781499943
101203.31+492148.2,153.013803,49.363391,0.74,,,,,,,,,,,,,,,,,,,51.7,51.7,-4.3,-4921,-7543,0.0,0,0,0,1,,,,0,0,,,-26.93,153.01381,49.363385,52706,1007,127,0.02712756882659708
101219.15+552442.5,153.079825,55.411828,1.66,,,,,,,3469.7,3469.7,-22.5,-3521,-11592,0.6,1303.8,1303.8,-12.9,-3809,-10362,0.03,762.3,762.3,-13.5,-3975,-9150,0.0,0,0,0,0,,0,0,0,0,10.2,,-26.74,153.07983,55.411845,52652,945,625,0.06204716031395173
101219.48+350333.8,153.081196,35.059392,2.63,769.6,769.6,-12.6,-4724,-11001,0.43,5105.6,6636.2,-51.9,-970,-22190,0.36,0.0,0.0,0.0,,,,,,,,,,1,1,0,0,0,0,,,0,8.3,-27.33,-26.94,153.0812,35.059392,53357,1954,319,0.011787221391215763
101225.00+405753.3,153.104187,40.964831,3.14,2487.2,2487.2,-19.0,-3969,-10316,0.74,3671.3,4150.4,-29.8,-2286,-9117,0.96,1061.4,1061.4,-14.3,-4437,-9335,0.52,,,,,,,0,1,1,0,0,0,0,,0,4.4,-27.56,,153.10419,40.964832,53034,1357,439,0.008914452658959711
101227.90+343640.0,153.116261,34.611124,1.55,,,,,,,2406.5,2419.6,-16.6,-2928,-9483,0.49,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,7.5,,-26.94,153.11626,34.611124,53389,1951,67,0.0029628939930140628
101231.13+445427.1,153.129716,44.907535,1.58,,,,,,,0.0,16.5,-6.2,-55,-2195,0.58,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,2.4,,-27.41,153.12971,44.907548,52376,943,146,0.04923690576074978
101232.26+031307.5,153.134449,3.218751,1.61,,,,,,,1037.7,1037.7,-14.5,-2995,-7204,0.72,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,7.4,,-27.12,153.13447,3.2187243,52355,574,243,0.12221454968761536
101237.08+031649.0,153.154516,3.280296,1.93,0.0,0.0,0.0,,,,1449.1,1449.1,-12.4,-3941,-8978,0.4,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,4.8,-27.7,-27.43,153.15451,3.2802881,52355,574,247,0.03569125933532373
101237.45+515634.8,153.156049,51.943019,2.22,0.0,0.0,0.0,,,,2.3,152.9,-10.7,-2158,-6782,0.46,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,8.5,-27.18,-27.05,153.15604,51.943014,52400,903,26,0.026887047267843387
101239.47+424322.3,153.164464,42.722883,1.77,0.0,0.0,0.0,,,,0.0,241.6,-6.4,-969,-3799,0.37,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,9.0,-27.14,-26.91,153.16446,42.722881,52709,1218,196,0.01279658067461742
101241.53+131409.5,153.173054,13.235995,3.24,296.5,296.5,-6.4,-10506,-13263,0.45,266.4,266.4,-6.1,-17091,-19705,0.42,0.0,0.0,0.0,,,,,,,,,,1,0,0,0,0,0,,,0,4.0,-27.79,,153.17305,13.235995,53061,1745,482,0.014017467707313873
101249.66+090152.0,153.206929,9.031118,3.0,0.0,0.0,0.0,,,,678.0,678.0,-20.3,-3530,-16078,0.43,0.0,0.0,0.0,,,,,,,,,,0,0,0,0,,0,,,0,6.5,-27.38,,153.20696,9.0311204,52762,1237,479,0.11055465158595158
101250.25+520951.4,153.209388,52.1643,3.36,0.0,0.0,0.0,,,,638.6,638.6,-9.6,-7602,-10843,0.55,0.0,0.0,0.0,,,,,,,,,,0,0,0,0,,0,,,0,3.8,-27.55,,153.20939,52.164307,52400,903,34,0.02558408190507551
101257.94+412702.1,153.241421,41.450589,2.51,0.0,0.0,0.0,,,,3292.6,3316.5,-33.1,-1309,-20536,0.8,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,3.3,-27.97,-27.04,153.24142,41.45059,53034,1357,403,0.004498978244558157
101324.20+064900.3,153.350858,6.816762,2.77,2507.4,2507.4,-18.5,-5860,-12204,0.86,2700.8,2700.8,-20.9,-5488,-11281,0.8,16.9,16.9,-3.3,-6879,-9155,0.0,,,,,,,1,1,0,0,0,0,0,,0,9.5,-27.26,,153.35086,6.8167624,52641,996,638,0.007292685400075915
101341.26+065456.4,153.421958,6.915668,1.94,59.0,59.0,-3.1,-6787,-9408,0.05,1224.6,1224.6,-12.5,-5242,-10139,0.59,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,0,0,,,0,12.0,-27.0,-26.76,153.42196,6.9156666,52641,996,635,0.008745857144502737
101343.47+430323.6,153.431147,43.056567,1.95,278.0,278.0,-4.8,-8567,-11739,0.07,1676.8,2137.6,-23.9,-190,-11919,0.7,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,1,1,0,0,0,0,,,0,7.7,-27.29,-27.07,153.43114,43.056564,52709,1218,495,0.021346747157661206
101347.31+422606.2,153.447161,42.435074,1.66,,,,,,,8.6,8.6,-5.4,-6390,-8459,0.5,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,5.9,,-27.17,153.44716,42.435074,52709,1218,180,0.002656952735138801
101354.36+462009.1,153.476537,46.335886,1.67,,,,,,,133.0,133.0,-4.5,-15744,-18290,0.16,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,6.6,,-27.21,153.47654,46.33588,52376,943,570,0.02285085246033411
101409.07+414505.4,153.537825,41.751502,3.2,0.0,0.0,0.0,,,,12.3,12.3,-4.5,-4266,-6337,0.4,0.0,0.0,0.0,,,,,,,,,,0,0,0,0,,0,,,0,5.0,-27.44,,153.53781,41.751504,52709,1218,90,0.04092449486359924
101412.56+394135.7,153.552371,39.693256,3.26,2253.2,2302.3,-25.8,-1550,-8865,0.78,3880.4,4899.8,-40.4,-1869,-22466,0.78,0.0,0.0,0.0,,,,,,,,,,1,1,0,0,0,0,,,1,5.9,-27.43,,153.55237,39.693256,53034,1357,136,0.0027701090601422902
101415.33+310724.8,153.56389,31.123566,1.61,,,,,,,168.9,168.9,-4.3,-3581,-6410,0.07,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,13.8,,-26.67,153.56389,31.123566,53358,1953,563,0.0
101420.52+325931.9,153.58553,32.992201,2.39,401.5,401.5,-6.7,-5442,-8891,0.32,2002.7,2002.7,-19.6,-3344,-21806,0.55,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,0,0,,,0,9.3,-27.15,-26.92,153.58553,32.992201,53378,1952,602,0.0
101425.11+032003.7,153.604642,3.334362,2.15,0.0,0.0,0.0,,,,135.1,135.1,-8.4,-14051,-25047,0.14,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,31.7,-26.66,-26.52,153.60464,3.3343717,52355,574,216,0.035652083129141
101445.08+421606.3,153.687845,42.26844,1.94,1293.4,1489.2,-13.7,-2539,-7645,0.66,1212.1,3669.0,-30.1,-234,-15888,0.6,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,0,0,,,0,8.5,-27.16,-26.98,153.68784,42.268445,52709,1218,59,0.022392480890679564
101456.70+043047.3,153.736287,4.513166,0.57,,,,,,,,,,,,,,,,,,,242.7,242.7,-8.9,-13966,-16514,0.27,0,0,0,0,,,,0,0,,,-27.71,153.73629,4.5131652,52355,574,478,0.011145052002595007
101503.30+531320.8,153.763776,53.222449,1.56,,,,,,,741.4,2248.6,-20.9,-1284,-6667,0.78,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,6.4,,-27.18,153.76376,53.222449,52381,904,265,0.034485685590449226
101530.50+391555.6,153.877113,39.26547,0.45,,,,,,,,,,,,,,,,,,,41.3,41.3,-4.5,-13716,-16470,0.0,0,0,0,0,,,,0,0,,,,153.87712,39.26547,53034,1357,85,0.01951038888902256
101531.45+614841.1,153.881076,61.811442,2.14,672.7,672.7,-6.9,-10364,-15325,0.08,5763.5,5763.5,-34.9,-9510,-22517,0.66,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,0,0,,,0,10.2,-27.26,-26.97,153.88115,61.811431,52370,771,520,0.1319243391602809
101541.49+043800.3,153.922886,4.633442,1.77,0.0,0.0,0.0,,,,0.0,41.4,-6.4,-1998,-4276,0.55,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,4.0,-27.64,-27.45,153.92288,4.6334371,52355,574,489,0.02783316466604282
101542.04+430455.7,153.925178,43.082154,2.42,0.0,0.0,0.0,,,,67.7,67.7,-3.5,-6677,-9160,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,21.5,-26.56,-26.44,153.92517,43.082154,52709,1218,514,0.021034801719929726
101547.38+512615.8,153.947444,51.437739,2.77,0.0,0.0,0.0,,,,137.2,137.2,-5.6,-10680,-13643,0.28,0.0,0.0,0.0,,,,,,,,,,0,0,0,0,,0,,,0,11.0,-27.14,,153.94746,51.437742,52707,1008,353,0.03749489115893459
101555.08+450509.7,153.9795,45.086036,1.56,,,,,,,0.0,100.6,-8.2,-458,-2874,0.69,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,9.8,,-26.97,153.9795,45.086034,52614,944,251,0.007200000005568831
101605.83+404005.7,154.024322,40.668273,2.99,0.0,0.0,0.0,,,,0.0,549.0,-10.2,-224,-3123,0.81,0.0,0.0,0.0,,,,,,,,,,0,1,0,0,,0,,,0,5.1,-27.53,,154.02432,40.668273,53034,1357,515,0.005461166277464493
101612.02+033512.7,154.050089,3.586879,1.89,0.0,0.0,0.0,,,,157.3,157.3,-7.9,-9354,-14523,0.08,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,8.1,-27.36,-27.26,154.05009,3.5868809,52355,574,173,0.007726245830169711
101616.34+383817.3,154.068124,38.638157,1.95,2702.6,2702.6,-23.4,-3551,-18919,0.19,6218.3,6218.3,-48.3,-3317,-22671,0.52,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,0,0,,,0,14.4,-27.19,-27.0,154.06812,38.638156,52996,1427,479,0.01180997322665724
101625.97+121838.6,154.108237,12.310728,2.31,550.8,550.8,-5.9,-11065,-15474,0.02,805.9,805.9,-8.9,-10624,-14965,0.41,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,0,0,,,0,14.6,-26.85,-26.69,154.10824,12.310728,53061,1745,108,0.010551661185298114
101627.55+360452.8,154.114821,36.081343,3.05,0.0,0.0,0.0,,,,949.6,949.6,-11.8,-15588,-24932,0.24,0.0,0.0,0.0,,,,,,,,,,0,0,0,0,,0,,,0,8.0,-27.55,,154.11482,36.081343,53357,1954,491,0.0029094541270308035
101629.78+411024.2,154.124096,41.173408,2.22,0.0,0.0,0.0,,,,740.1,740.1,-19.2,-3929,-17577,0.22,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,9.0,-27.21,-27.06,154.1241,41.173407,53034,1357,537,0.011421371723139328
101644.82+403329.7,154.186786,40.558252,1.93,0.0,0.0,0.0,,,,2606.7,2606.7,-19.6,-12348,-23969,0.11,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,,0,,,0,15.9,-26.84,-26.65,154.18679,40.558251,53034,1357,518,0.011517415862233133
101647.97+493646.3,154.199881,49.61287,1.74,,0.0,0.0,,,,998.5,998.5,-10.1,-11310,-17026,0.14,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,9.6,-27.14,-27.02,154.19987,49.612871,52706,1007,50,0.025910087700218958
101651.41+650035.3,154.214234,65.009821,1.76,0.0,0.0,0.0,,,,961.3,1138.3,-11.8,-2686,-6550,0.7,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,6.5,-27.26,-27.03,154.21421,65.009858,51914,488,455,0.13811063026145362
101710.32+392124.6,154.29301,39.356834,1.77,0.0,0.0,0.0,,,,777.8,777.8,-13.1,-3059,-6303,0.83,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,1,0,0,,0,,,0,3.2,-27.65,-27.5,154.29301,39.356838,53034,1357,47,0.014400000011137662
101716.58+333343.1,154.319087,33.561977,2.09,188.0,188.0,-9.7,-7850,-10126,0.91,1930.2,3646.8,-32.3,-577,-18638,0.69,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,1,1,0,0,0,0,,,0,2.8,-27.97,-27.38,154.31909,33.561977,53442,1955,173,0.008999513627267176
101740.32+401722.3,154.418003,40.289536,2.17,3288.4,3288.4,-22.7,-3253,-12082,0.62,4285.3,4285.3,-31.2,-3087,-14535,0.55,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0,0,0,0,0,0,,,0,15.1,-26.92,-26.56,154.41801,40.289533,53034,1357,120,0.022048439705655933
101741.94+035150.3,154.424774,3.863986,2.66,0.0,0.0,0.0,,,,353.3,353.3,-5.6,-6048,-10670,0.01,0.0,0.0,0.0,,,,,,,,,,0,0,0,0,,0,,,0,10.7,-27.17,-26.85,154.42477,3.8639697,52319,575,317,0.060413249785817025
